NAMA,KELAS,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,NILAI_1,NILAI_2,NILAI_3,NILAI_4,NILAI_5,NILAI_6,TOTAL_NILAI,REKOMENDASI_MATERI
Siswa_1_26,Kelas 2,A,A,B,A,C,D,B,A,C,C,C,C,B,C,C,B,C,A,0.0,100.0,33.33,66.67,66.67,66.67,55.56,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_27,Kelas 2,C,A,A,D,C,D,A,D,C,D,C,C,B,C,C,B,C,B,0.0,66.67,100.0,66.67,66.67,100.0,66.67,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_28,Kelas 2,A,C,D,B,A,D,A,D,C,B,C,C,C,C,A,B,C,B,0.0,33.33,100.0,100.0,66.67,100.0,66.67,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_29,Kelas 2,D,C,B,A,C,D,A,D,C,B,C,C,B,A,A,B,B,B,0.0,100.0,100.0,100.0,66.67,66.67,72.22,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_30,Kelas 2,C,B,A,A,C,D,A,D,C,B,C,C,B,C,A,B,C,B,0.0,100.0,100.0,100.0,100.0,100.0,83.33,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_31,Kelas 2,C,C,A,D,C,D,A,D,C,B,C,C,B,B,A,B,C,B,0.0,66.67,100.0,100.0,66.67,100.0,72.22,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_32,Kelas 2,C,C,B,A,C,D,C,D,B,B,C,C,B,C,A,B,C,B,0.0,100.0,33.33,100.0,100.0,100.0,72.22,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_33,Kelas 2,C,C,A,A,C,D,A,D,C,C,C,C,B,C,A,B,C,B,0.0,100.0,100.0,66.67,100.0,100.0,77.78,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_34,Kelas 2,A,A,B,A,C,D,A,C,C,B,C,C,B,C,A,B,D,B,0.0,100.0,66.67,100.0,100.0,66.67,72.22,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_35,Kelas 2,A,D,D,A,C,D,A,A,C,B,C,C,B,A,A,B,C,B,33.33,100.0,66.67,100.0,66.67,100.0,77.78,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_36,Kelas 2,C,D,B,A,B,D,A,D,A,B,C,C,C,C,A,B,C,C,33.33,66.67,66.67,100.0,66.67,66.67,66.67,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_37,Kelas 2,C,D,B,B,C,A,A,D,C,B,C,D,D,C,A,B,D,B,33.33,33.33,100.0,66.67,66.67,66.67,61.11,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_38,Kelas 2,C,C,B,A,C,D,A,D,D,B,C,C,C,C,A,C,B,B,0.0,100.0,66.67,100.0,66.67,33.33,61.11,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_39,Kelas 2,D,B,B,A,B,D,A,D,C,B,C,C,B,C,A,B,C,B,0.0,66.67,100.0,100.0,100.0,100.0,77.78,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_40,Kelas 2,B,A,A,A,C,D,A,D,C,B,C,C,B,C,A,B,D,B,33.33,100.0,100.0,100.0,100.0,66.67,83.33,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_41,Kelas 2,D,C,C,A,A,D,A,D,C,B,C,C,B,D,A,A,C,B,33.33,66.67,100.0,100.0,66.67,66.67,72.22,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_42,Kelas 2,A,C,A,A,C,D,A,D,C,B,D,C,B,C,A,B,C,D,0.0,100.0,100.0,66.67,100.0,66.67,72.22,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_43,Kelas 2,A,D,B,A,C,D,A,D,C,B,C,C,B,C,A,B,C,B,33.33,100.0,100.0,100.0,100.0,100.0,88.89,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_44,Kelas 2,D,A,D,B,C,D,A,D,C,B,C,C,B,C,A,B,C,B,0.0,66.67,100.0,100.0,100.0,100.0,77.78,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_45,Kelas 2,D,D,C,A,C,D,A,D,A,B,C,C,B,C,A,B,C,B,66.67,100.0,66.67,100.0,100.0,100.0,88.89,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_46,Kelas 2,C,A,D,A,C,D,A,D,C,A,C,C,B,C,A,B,C,B,0.0,100.0,100.0,66.67,100.0,100.0,77.78,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_47,Kelas 2,B,D,D,A,C,D,A,D,C,B,A,C,B,C,A,B,C,B,66.67,100.0,100.0,66.67,100.0,100.0,88.89,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_48,Kelas 2,C,B,A,A,C,D,A,D,B,B,C,C,B,C,D,B,C,B,0.0,100.0,66.67,100.0,66.67,100.0,72.22,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_49,Kelas 2,A,C,A,A,C,A,A,D,C,D,C,C,B,C,A,B,C,B,0.0,66.67,100.0,66.67,100.0,100.0,72.22,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_1_50,Kelas 2,B,B,D,A,C,D,A,D,C,B,C,C,B,C,C,B,C,B,33.33,100.0,100.0,100.0,66.67,100.0,83.33,Materi 1: Perkalian sebagai Penjumlahan Berulang
Siswa_2_1,Kelas 2,B,D,C,D,D,C,A,D,C,A,C,C,B,C,A,B,C,B,100.0,0.0,100.0,66.67,100.0,100.0,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_2,Kelas 2,B,D,C,C,A,A,A,A,C,B,C,C,B,C,A,B,C,B,100.0,0.0,66.67,100.0,100.0,100.0,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_3,Kelas 2,D,D,C,C,C,A,A,D,C,B,A,C,B,C,A,B,C,B,66.67,33.33,100.0,66.67,100.0,100.0,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_4,Kelas 2,B,D,C,A,A,A,A,D,C,A,C,C,B,C,A,B,C,C,100.0,33.33,100.0,66.67,100.0,66.67,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_5,Kelas 2,B,D,C,C,A,C,A,D,C,C,C,B,B,C,A,B,C,B,100.0,0.0,100.0,33.33,100.0,100.0,72.22,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_6,Kelas 2,B,D,C,B,D,D,A,D,C,C,C,C,A,C,A,B,C,B,100.0,33.33,100.0,66.67,66.67,100.0,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_7,Kelas 2,B,D,C,C,C,B,A,D,C,B,C,C,B,C,A,B,C,B,100.0,33.33,100.0,100.0,100.0,100.0,88.89,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_8,Kelas 2,B,D,A,D,A,B,A,D,C,B,C,B,B,C,A,B,C,B,66.67,0.0,100.0,66.67,100.0,100.0,72.22,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_9,Kelas 2,B,D,C,C,D,C,A,D,C,B,C,C,A,C,A,B,C,B,100.0,0.0,100.0,100.0,66.67,100.0,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_10,Kelas 2,B,D,C,A,D,C,A,D,C,B,C,C,B,C,C,B,C,B,100.0,33.33,100.0,100.0,66.67,100.0,83.33,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_11,Kelas 2,B,D,C,D,B,D,A,D,C,D,C,C,B,C,A,B,C,B,100.0,33.33,100.0,66.67,100.0,100.0,83.33,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_12,Kelas 2,C,D,C,A,D,B,C,D,C,B,D,C,C,C,A,B,C,B,66.67,33.33,66.67,66.67,66.67,100.0,66.67,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_13,Kelas 2,B,D,C,D,B,C,A,D,C,B,C,C,B,C,A,B,C,B,100.0,0.0,100.0,100.0,100.0,100.0,83.33,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_14,Kelas 2,B,D,C,C,A,B,A,C,C,B,C,C,B,B,A,B,C,B,100.0,0.0,66.67,100.0,66.67,100.0,72.22,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_15,Kelas 2,B,D,C,D,A,B,A,D,C,B,C,C,C,C,A,B,C,B,100.0,0.0,100.0,100.0,66.67,100.0,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_16,Kelas 2,B,D,C,D,D,B,A,A,C,D,C,C,B,C,A,B,C,B,100.0,0.0,66.67,66.67,100.0,100.0,72.22,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_17,Kelas 2,B,D,C,C,A,C,A,D,C,B,C,C,B,C,A,B,C,C,100.0,0.0,100.0,100.0,100.0,66.67,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_18,Kelas 2,B,D,C,D,B,A,A,D,C,B,C,C,B,B,A,B,C,D,100.0,0.0,100.0,100.0,66.67,66.67,72.22,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_19,Kelas 2,B,D,C,A,D,A,D,D,C,B,C,C,B,C,A,B,C,B,100.0,33.33,66.67,100.0,100.0,100.0,83.33,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_20,Kelas 2,C,C,C,B,B,A,A,D,C,C,C,C,B,C,A,B,C,B,33.33,0.0,100.0,66.67,100.0,100.0,66.67,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_21,Kelas 2,C,D,C,D,D,A,A,D,C,B,C,C,B,C,A,B,C,B,66.67,0.0,100.0,100.0,100.0,100.0,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_22,Kelas 2,B,D,C,C,D,B,A,D,C,B,C,C,B,C,A,B,C,B,100.0,0.0,100.0,100.0,100.0,100.0,83.33,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_23,Kelas 2,B,B,C,C,D,A,A,D,C,B,C,C,B,C,A,B,C,B,66.67,0.0,100.0,100.0,100.0,100.0,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_24,Kelas 2,B,D,C,D,D,A,A,D,C,B,C,C,B,B,A,B,C,B,100.0,0.0,100.0,100.0,66.67,100.0,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_25,Kelas 2,C,D,C,D,A,D,A,D,C,B,C,C,B,C,A,B,D,B,66.67,33.33,100.0,100.0,100.0,66.67,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_26,Kelas 2,B,D,C,B,B,C,A,D,C,B,C,C,B,C,A,B,C,B,100.0,0.0,100.0,100.0,100.0,100.0,83.33,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_27,Kelas 2,B,D,C,C,B,B,A,D,C,B,D,C,B,C,A,B,C,B,100.0,0.0,100.0,66.67,100.0,100.0,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_28,Kelas 2,B,D,C,B,A,C,A,D,C,B,C,C,B,C,A,B,C,B,100.0,0.0,100.0,100.0,100.0,100.0,83.33,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_29,Kelas 2,B,D,C,C,B,B,A,D,C,B,C,C,B,C,C,B,C,B,100.0,0.0,100.0,100.0,66.67,100.0,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_30,Kelas 2,B,D,C,D,C,C,A,D,C,B,C,C,C,C,A,B,D,B,100.0,33.33,100.0,100.0,66.67,66.67,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_31,Kelas 2,B,D,C,D,A,A,A,D,C,B,C,C,B,C,D,B,C,B,100.0,0.0,100.0,100.0,66.67,100.0,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_32,Kelas 2,B,D,C,D,B,B,A,A,C,B,C,B,D,C,A,B,C,B,100.0,0.0,66.67,66.67,66.67,100.0,66.67,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_33,Kelas 2,B,D,C,C,C,A,A,D,C,B,B,C,B,C,A,B,C,B,100.0,33.33,100.0,66.67,100.0,100.0,83.33,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_34,Kelas 2,B,D,C,A,A,B,A,D,C,B,C,C,B,D,A,B,C,B,100.0,33.33,100.0,100.0,66.67,100.0,83.33,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_35,Kelas 2,B,D,C,B,D,B,A,D,C,B,B,C,B,C,A,B,C,B,100.0,0.0,100.0,66.67,100.0,100.0,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_36,Kelas 2,D,D,C,D,C,B,A,B,C,B,C,C,B,C,A,B,C,B,66.67,33.33,66.67,100.0,100.0,100.0,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_37,Kelas 2,B,D,C,A,B,B,A,D,C,D,C,C,B,C,A,B,B,B,100.0,33.33,100.0,66.67,100.0,66.67,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_38,Kelas 2,B,D,C,B,B,D,A,D,C,B,C,C,B,C,A,B,C,B,100.0,33.33,100.0,100.0,100.0,100.0,88.89,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_39,Kelas 2,B,D,C,B,A,C,A,D,C,B,C,C,B,C,A,B,C,D,100.0,0.0,100.0,100.0,100.0,66.67,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_40,Kelas 2,B,D,A,B,D,D,A,C,A,B,C,C,B,C,A,B,C,B,66.67,33.33,33.33,100.0,100.0,100.0,72.22,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_41,Kelas 2,B,D,C,A,D,B,A,D,C,B,C,C,B,C,A,B,C,D,100.0,33.33,100.0,100.0,100.0,66.67,83.33,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_42,Kelas 2,B,D,C,D,B,A,A,A,C,B,C,C,B,C,A,B,C,B,100.0,0.0,66.67,100.0,100.0,100.0,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_43,Kelas 2,B,D,C,A,D,A,A,D,D,B,C,C,B,C,B,B,C,B,100.0,33.33,66.67,100.0,66.67,100.0,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_44,Kelas 2,B,D,C,B,D,D,A,D,C,C,C,C,D,C,A,B,C,B,100.0,33.33,100.0,66.67,66.67,100.0,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_45,Kelas 2,B,D,C,B,D,C,A,D,C,B,C,C,B,C,A,B,C,B,100.0,0.0,100.0,100.0,100.0,100.0,83.33,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_46,Kelas 2,B,B,A,C,A,A,A,D,A,B,C,C,B,C,A,B,C,B,33.33,0.0,66.67,100.0,100.0,100.0,66.67,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_47,Kelas 2,B,D,C,D,A,B,A,D,C,C,C,C,B,C,A,B,C,B,100.0,0.0,100.0,66.67,100.0,100.0,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_48,Kelas 2,A,D,C,A,B,A,A,D,C,B,C,C,B,C,A,B,C,B,66.67,33.33,100.0,100.0,100.0,100.0,83.33,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_49,Kelas 2,B,D,C,C,D,B,A,D,C,B,D,C,B,C,D,B,C,B,100.0,0.0,100.0,66.67,66.67,100.0,72.22,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_2_50,Kelas 2,B,D,C,B,D,B,A,D,A,B,C,C,B,C,A,B,C,B,100.0,0.0,66.67,100.0,100.0,100.0,77.78,Materi 2: Sifat Komutatif (Sifat Pertukaran)
Siswa_3_1,Kelas 2,C,D,C,A,C,D,B,A,C,B,C,C,B,A,A,B,C,B,66.67,100.0,33.33,100.0,66.67,100.0,77.78,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_2,Kelas 2,B,D,C,A,C,D,A,B,C,A,D,C,B,C,A,B,C,B,100.0,100.0,66.67,33.33,100.0,100.0,83.33,Materi 4: Perkalian dengan 2 dan 5
Siswa_3_3,Kelas 2,B,D,C,A,C,D,D,B,A,B,C,C,B,C,A,B,C,B,100.0,100.0,0.0,100.0,100.0,100.0,83.33,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_4,Kelas 2,B,D,C,A,C,D,C,B,B,B,C,C,B,C,A,B,C,B,100.0,100.0,0.0,100.0,100.0,100.0,83.33,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_5,Kelas 2,B,D,C,A,C,D,C,A,D,D,C,C,D,C,A,B,C,B,100.0,100.0,0.0,66.67,66.67,100.0,72.22,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_6,Kelas 2,B,D,C,C,C,D,C,C,A,B,B,C,B,C,A,B,C,B,100.0,66.67,0.0,66.67,100.0,100.0,72.22,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_7,Kelas 2,B,D,A,A,C,B,C,A,C,B,C,C,B,C,A,B,C,B,66.67,66.67,33.33,100.0,100.0,100.0,77.78,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_8,Kelas 2,D,D,C,A,C,D,D,C,D,B,C,C,B,C,A,B,C,B,66.67,100.0,0.0,100.0,100.0,100.0,77.78,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_9,Kelas 2,B,D,D,A,C,D,B,C,B,B,C,C,B,C,A,B,C,B,66.67,100.0,0.0,100.0,100.0,100.0,77.78,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_10,Kelas 2,B,D,C,A,C,D,B,A,D,B,C,C,B,C,A,B,C,B,100.0,100.0,0.0,100.0,100.0,100.0,83.33,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_11,Kelas 2,B,A,C,A,C,D,A,B,D,B,C,C,B,C,A,B,C,B,66.67,100.0,33.33,100.0,100.0,100.0,83.33,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_12,Kelas 2,B,D,C,D,C,D,B,A,A,B,C,C,B,C,A,B,C,B,100.0,66.67,0.0,100.0,100.0,100.0,77.78,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_13,Kelas 2,A,D,C,A,C,D,D,C,A,B,C,C,B,C,A,B,C,C,66.67,100.0,0.0,100.0,100.0,66.67,72.22,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_14,Kelas 2,C,D,C,A,C,D,C,C,D,B,C,D,B,C,A,A,C,B,66.67,100.0,0.0,66.67,100.0,66.67,66.67,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_15,Kelas 2,C,D,C,D,C,D,D,B,D,B,C,A,B,C,A,B,C,B,66.67,66.67,0.0,66.67,100.0,100.0,66.67,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_16,Kelas 2,B,D,C,A,C,D,C,C,D,B,C,C,B,C,D,B,C,A,100.0,100.0,0.0,100.0,66.67,66.67,72.22,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_17,Kelas 2,B,D,C,A,C,D,C,D,A,B,C,C,B,C,A,B,C,C,100.0,100.0,33.33,100.0,100.0,66.67,83.33,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_18,Kelas 2,B,D,C,A,A,D,D,D,C,B,C,C,B,C,A,B,C,B,100.0,66.67,66.67,100.0,100.0,100.0,88.89,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_19,Kelas 2,B,D,C,A,C,D,B,C,A,B,C,C,B,C,A,B,C,B,100.0,100.0,0.0,100.0,100.0,100.0,83.33,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_20,Kelas 2,C,D,C,A,C,D,A,A,A,B,C,C,B,B,A,B,A,D,66.67,100.0,33.33,100.0,66.67,33.33,66.67,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_21,Kelas 2,B,D,B,A,C,D,D,D,C,B,C,C,B,C,A,B,C,B,66.67,100.0,66.67,100.0,100.0,100.0,88.89,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_22,Kelas 2,B,D,C,A,C,D,C,D,A,C,C,C,B,C,B,C,C,B,100.0,100.0,33.33,66.67,66.67,66.67,72.22,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_23,Kelas 2,B,D,C,A,C,D,B,C,D,B,C,C,B,D,A,B,C,D,100.0,100.0,0.0,100.0,66.67,66.67,72.22,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_24,Kelas 2,B,D,C,A,C,D,C,B,D,B,C,C,B,C,D,B,C,B,100.0,100.0,0.0,100.0,66.67,100.0,77.78,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_25,Kelas 2,B,D,C,A,C,D,C,C,A,B,C,B,B,C,B,B,C,B,100.0,100.0,0.0,66.67,66.67,100.0,72.22,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_26,Kelas 2,B,D,C,A,C,D,C,C,B,B,C,C,B,B,A,B,C,B,100.0,100.0,0.0,100.0,66.67,100.0,77.78,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_27,Kelas 2,B,D,C,A,B,D,C,B,B,B,C,C,B,C,A,D,C,B,100.0,66.67,0.0,100.0,100.0,66.67,72.22,Materi 3: Perkalian dengan 1 dan 0
Siswa_3_28,Kelas 2,B,D,D,A,C,D,B,D,B,B,D,C,B,C,A,B,C,B,66.67,100.0,33.33,66.67,100.0,100.0,77.78,Materi 3: Perkalian dengan 1 dan 0
